CBOrder	TrialNum	TrueStrucImage	FoilStrucImage	TrueStrucNum	FoilStrucNum	SideTrueStruc	NodeClick	RTNodeClick	OutcomeImg	StrucSelected	RTStrucSelected	ConfRating	RTConfRating	NodeCondition	SubID
2	999	images/schematics/jpgs/pracStructure1.jpg	images/schematics/jpgs/pracStructure2.jpg	0	0	1	3	28.47722	config10.jpg	2	0.6782695	100	2.662104	3	148
2	1	images/schematics/jpgs/schem2.jpg	images/schematics/jpgs/schem1.jpg	2	1	1	3	12.74066	config10.jpg	1	1.100698	100	0.8303187	3	148
2	2	images/schematics/jpgs/schem102.jpg	images/schematics/jpgs/schem101.jpg	102	101	2	1	5.551598	4_config20.jpg	2	1.732969	100	1.247737	4	148
2	3	images/schematics/jpgs/schem113.jpg	images/schematics/jpgs/schem105.jpg	113	105	2	2	20.00831	4_config6.jpg	2	8.739194	-100	2.730393	4	148
2	4	images/schematics/jpgs/schem116.jpg	images/schematics/jpgs/schem117.jpg	116	117	2	2	14.59273	4_config2.jpg	2	13.59651	0	1.33115	4	148
2	5	images/schematics/jpgs/schem128.jpg	images/schematics/jpgs/schem131.jpg	128	131	1	2	16.5508	4_config3.jpg	1	0.8223612	100	0.7645204	4	148
2	6	images/schematics/jpgs/schem117.jpg	images/schematics/jpgs/schem118.jpg	117	118	2	4	37.75213	4_config26.jpg	2	2.96042	19.53125	1.630891	4	148
2	7	images/schematics/jpgs/schem18.jpg	images/schematics/jpgs/schem5.jpg	18	5	2	1	2.523409	config7.jpg	2	0.5592966	100	1.314356	3	148
2	8	images/schematics/jpgs/schem19.jpg	images/schematics/jpgs/schem20.jpg	19	20	1	3	6.77251	config10.jpg	1	1.753314	50.976563	1.097919	3	148
2	9	images/schematics/jpgs/schem18.jpg	images/schematics/jpgs/schem13.jpg	18	13	2	2	3.231603	config9.jpg	2	0.5404646	100	1.047882	3	148
2	10	images/schematics/jpgs/schem4.jpg	images/schematics/jpgs/schem9.jpg	4	9	2	2	5.92032	config6.jpg	2	2.632349	48.4375	1.79761	3	148
2	11	images/schematics/jpgs/schem127.jpg	images/schematics/jpgs/schem126.jpg	127	126	1	1	32.26234	4_config24.jpg	1	1.123715	100	0.9147006	4	148
2	12	images/schematics/jpgs/schem132.jpg	images/schematics/jpgs/schem128.jpg	132	128	1	2	5.262147	4_config2.jpg	1	2.501778	63.671875	1.964039	4	148
2	13	images/schematics/jpgs/schem7.jpg	images/schematics/jpgs/schem6.jpg	7	6	1	2	14.66788	config6.jpg	1	7.227942	-82.03125	0.9979409	3	148
2	14	images/schematics/jpgs/schem17.jpg	images/schematics/jpgs/schem10.jpg	17	10	2	1	9.810232	config2.jpg	2	11.43609	-100	0.8648099	3	148
2	15	images/schematics/jpgs/schem125.jpg	images/schematics/jpgs/schem126.jpg	125	126	2	1	26.3192	4_config19.jpg	2	0.6633114	100	0.7979844	4	148
2	16	images/schematics/jpgs/schem12.jpg	images/schematics/jpgs/schem11.jpg	12	11	1	1	14.96786	config2.jpg	1	5.367488	49.023438	1.381065	3	148
2	17	images/schematics/jpgs/schem133.jpg	images/schematics/jpgs/schem130.jpg	133	130	1	4	20.324	4_config26.jpg	2	7.18726	-99.609375	2.147327	4	148
