CBOrder	TrialNum	TrueStrucImage	FoilStrucImage	TrueStrucNum	FoilStrucNum	SideTrueStruc	NodeClick	RTNodeClick	OutcomeImg	StrucSelected	RTStrucSelected	ConfRating	RTConfRating	NodeCondition	SubID
2	999	images/schematics/jpgs/pracStructure1.jpg	images/schematics/jpgs/pracStructure2.jpg	0	0	1	3	3.290889	config10.jpg	2	4.47134	100	3.869952	3	123
2	1	images/schematics/jpgs/schem107.jpg	images/schematics/jpgs/schem103.jpg	107	103	1	4	7.32809	4_config29.jpg	1	1.683116	100	1.630101	4	123
2	2	images/schematics/jpgs/schem117.jpg	images/schematics/jpgs/schem116.jpg	117	116	1	2	11.87301	4_config8.jpg	1	4.262666	100	0.9144132	4	123
2	3	images/schematics/jpgs/schem9.jpg	images/schematics/jpgs/schem2.jpg	9	2	2	3	4.645843	config4.jpg	2	1.8005	47.460938	3.113486	3	123
2	4	images/schematics/jpgs/schem127.jpg	images/schematics/jpgs/schem126.jpg	127	126	1	4	3.171317	4_config30.jpg	1	26.10839	41.40625	1.364338	4	123
2	5	images/schematics/jpgs/schem7.jpg	images/schematics/jpgs/schem9.jpg	7	9	1	3	1.366618	config8.jpg	1	2.407321	100	0.7977756	3	123
2	6	images/schematics/jpgs/schem101.jpg	images/schematics/jpgs/schem102.jpg	101	102	2	1	5.144536	4_config18.jpg	2	2.030911	48.046875	1.231076	4	123
2	7	images/schematics/jpgs/schem18.jpg	images/schematics/jpgs/schem5.jpg	18	5	1	1	1.572503	config2.jpg	2	2.218156	15.039063	2.813504	3	123
2	8	images/schematics/jpgs/schem114.jpg	images/schematics/jpgs/schem119.jpg	114	119	2	3	5.151766	4_config17.jpg	1	33.1528	-51.953125	3.329952	4	123
2	9	images/schematics/jpgs/schem7.jpg	images/schematics/jpgs/schem6.jpg	7	6	1	2	3.238233	config6.jpg	1	1.184208	48.046875	0.9644816	3	123
2	10	images/schematics/jpgs/schem13.jpg	images/schematics/jpgs/schem9.jpg	13	9	2	2	1.744637	config3.jpg	2	0.8843729	46.484375	1.197713	3	123
2	11	images/schematics/jpgs/schem124.jpg	images/schematics/jpgs/schem123.jpg	124	123	1	2	12.28132	4_config4.jpg	1	5.822735	44.335938	0.8645818	4	123
2	12	images/schematics/jpgs/schem13.jpg	images/schematics/jpgs/schem18.jpg	13	18	2	2	0.7664409	config3.jpg	2	4.642488	100	1.447636	3	123
2	13	images/schematics/jpgs/schem130.jpg	images/schematics/jpgs/schem133.jpg	130	133	2	4	3.296036	4_config27.jpg	2	1.628192	100	0.8313497	4	123
2	14	images/schematics/jpgs/schem5.jpg	images/schematics/jpgs/schem16.jpg	5	16	2	1	4.029866	config2.jpg	2	1.293305	53.90625	0.9813054	3	123
2	15	images/schematics/jpgs/schem11.jpg	images/schematics/jpgs/schem12.jpg	11	12	2	2	7.276418	config3.jpg	2	2.074967	46.289063	1.081231	3	123
2	16	images/schematics/jpgs/schem128.jpg	images/schematics/jpgs/schem130.jpg	128	130	2	2	6.87961	4_config3.jpg	2	2.092407	100	0.6313775	4	123
2	17	images/schematics/jpgs/schem128.jpg	images/schematics/jpgs/schem131.jpg	128	131	2	2	2.300525	4_config2.jpg	1	1.810798	50.390625	0.7146675	4	123
2	18	images/schematics/jpgs/schem7.jpg	images/schematics/jpgs/schem3.jpg	7	3	2	2	3.662457	config6.jpg	2	0.5216661	100	0.5648032	3	123
2	19	images/schematics/jpgs/schem12.jpg	images/schematics/jpgs/schem9.jpg	12	9	1	1	3.786196	config2.jpg	1	1.149262	52.929688	1.047943	3	123
2	20	images/schematics/jpgs/schem121.jpg	images/schematics/jpgs/schem122.jpg	121	122	1	4	9.443877	4_config33.jpg	1	0.8015352	100	0.6647992	4	123
2	21	images/schematics/jpgs/schem1.jpg	images/schematics/jpgs/schem16.jpg	1	16	1	2	5.35084	config3.jpg	1	0.7780416	50.390625	1.164451	3	123
2	22	images/schematics/jpgs/schem125.jpg	images/schematics/jpgs/schem126.jpg	125	126	1	4	6.364593	4_config33.jpg	2	15.72804	-44.335938	1.147912	4	123
2	23	images/schematics/jpgs/schem1.jpg	images/schematics/jpgs/schem2.jpg	1	2	1	3	7.210789	config4.jpg	1	0.5121332	-0.585938	1.331037	3	123
2	24	images/schematics/jpgs/schem128.jpg	images/schematics/jpgs/schem132.jpg	128	132	1	4	0.9309444	4_config27.jpg	1	1.643244	100	0.5649059	4	123
2	25	images/schematics/jpgs/schem120.jpg	images/schematics/jpgs/schem115.jpg	120	115	2	2	2.335046	4_config2.jpg	2	1.676104	0.195313	3.213751	4	123
2	26	images/schematics/jpgs/schem113.jpg	images/schematics/jpgs/schem104.jpg	113	104	1	4	4.545493	4_config28.jpg	1	1.251195	100	0.5814836	4	123
2	27	images/schematics/jpgs/schem128.jpg	images/schematics/jpgs/schem129.jpg	128	129	2	2	3.820245	4_config3.jpg	2	0.58604560000000006	100	0.93144	4	123
2	28	images/schematics/jpgs/schem9.jpg	images/schematics/jpgs/schem4.jpg	9	4	1	1	7.945218	config7.jpg	1	0.5775414	100	0.7146669	3	123
2	29	images/schematics/jpgs/schem17.jpg	images/schematics/jpgs/schem1.jpg	17	1	2	2	5.363993	config9.jpg	2	0.5399867	100	0.7147746	3	123
2	30	images/schematics/jpgs/schem17.jpg	images/schematics/jpgs/schem5.jpg	17	5	2	1	6.693443	config11.jpg	2	2.000938	53.90625	0.5982965	3	123
2	31	images/schematics/jpgs/schem19.jpg	images/schematics/jpgs/schem11.jpg	19	11	2	3	4.556854	config10.jpg	2	1.782294	100	0.6314571	3	123
2	32	images/schematics/jpgs/schem117.jpg	images/schematics/jpgs/schem118.jpg	117	118	2	3	2.497984	4_config17.jpg	2	32.86306	-100	0.8147293	4	123
2	33	images/schematics/jpgs/schem14.jpg	images/schematics/jpgs/schem20.jpg	14	20	2	1	1.129441	config2.jpg	2	6.666552	49.414063	0.9979806	3	123
2	34	images/schematics/jpgs/schem127.jpg	images/schematics/jpgs/schem122.jpg	127	122	1	3	3.621137	4_config11.jpg	1	0.6858032	100	0.4982373	4	123
2	35	images/schematics/jpgs/schem10.jpg	images/schematics/jpgs/schem17.jpg	10	17	1	2	1.814002	config3.jpg	1	0.5815654	50.78125	1.39779	3	123
2	36	images/schematics/jpgs/schem106.jpg	images/schematics/jpgs/schem107.jpg	106	107	2	4	6.377665	4_config26.jpg	2	3.153732	57.226563	1.014635	4	123
2	37	images/schematics/jpgs/schem20.jpg	images/schematics/jpgs/schem19.jpg	20	19	2	3	4.440834	config13.jpg	2	0.4660442	100	1.197968	3	123
2	38	images/schematics/jpgs/schem105.jpg	images/schematics/jpgs/schem113.jpg	105	113	1	1	6.694809	4_config20.jpg	1	0.5726645	100	0.514628	4	123
2	39	images/schematics/jpgs/schem4.jpg	images/schematics/jpgs/schem7.jpg	4	7	1	3	1.251662	config4.jpg	1	0.4522143	65.234375	0.5148314	3	123
2	40	images/schematics/jpgs/schem115.jpg	images/schematics/jpgs/schem118.jpg	115	118	1	4	3.317342	4_config29.jpg	1	0.5637603	51.953125	1.147992	4	123
