CBOrder	TrialNum	TrueStrucImage	FoilStrucImage	TrueStrucNum	FoilStrucNum	SideTrueStruc	NodeClick	RTNodeClick	OutcomeImg	StrucSelected	RTStrucSelected	ConfRating	RTConfRating	NodeCondition	SubID
1	999	images/schematics/jpgs/pracStructure1.jpg	images/schematics/jpgs/pracStructure2.jpg	0	0	1	3	4.716553	config10.jpg	2	12.01348	0.195313	9.272954	3	113
1	1	images/schematics/jpgs/schem4.jpg	images/schematics/jpgs/schem7.jpg	4	7	2	1	2.901399	config2.jpg	2	3.586554	-98.046875	3.105203	3	113
1	2	images/schematics/jpgs/schem20.jpg	images/schematics/jpgs/schem19.jpg	20	19	1	3	7.967733	config13.jpg	2	2.31603	100	3.871179	3	113
1	3	images/schematics/jpgs/schem116.jpg	images/schematics/jpgs/schem117.jpg	116	117	2	2	12.00018	4_config2.jpg	2	3.258924	-100	1.81362	4	113
1	4	images/schematics/jpgs/schem2.jpg	images/schematics/jpgs/schem9.jpg	2	9	2	1	9.2941	config11.jpg	2	5.02578	100	1.91625	3	113
1	5	images/schematics/jpgs/schem115.jpg	images/schematics/jpgs/schem120.jpg	115	120	2	3	7.976718	4_config16.jpg	2	3.072208	80.273438	2.047758	4	113
1	6	images/schematics/jpgs/schem10.jpg	images/schematics/jpgs/schem17.jpg	10	17	1	1	4.629996	config5.jpg	1	5.711815	100	1.230374	3	113
1	7	images/schematics/jpgs/schem105.jpg	images/schematics/jpgs/schem113.jpg	105	113	2	1	10.41971	4_config20.jpg	2	2.537832	100	1.581136	4	113
1	8	images/schematics/jpgs/schem122.jpg	images/schematics/jpgs/schem127.jpg	122	127	1	4	5.35484	4_config28.jpg	1	3.655282	100	1.681214	4	113
1	9	images/schematics/jpgs/schem17.jpg	images/schematics/jpgs/schem1.jpg	17	1	1	1	3.998094	config5.jpg	2	8.160858	100	1.881147	3	113
1	10	images/schematics/jpgs/schem126.jpg	images/schematics/jpgs/schem125.jpg	126	125	2	4	7.011814	4_config28.jpg	2	2.954625	0.976563	0.9971849	4	113
1	11	images/schematics/jpgs/schem18.jpg	images/schematics/jpgs/schem5.jpg	18	5	1	2	7.237197	config3.jpg	2	5.519867	-41.796875	6.350449	3	113
1	12	images/schematics/jpgs/schem130.jpg	images/schematics/jpgs/schem128.jpg	130	128	1	1	8.060933	4_config21.jpg	1	13.19628	34.765625	3.665581	4	113
1	13	images/schematics/jpgs/schem126.jpg	images/schematics/jpgs/schem127.jpg	126	127	2	4	7.984562	4_config28.jpg	2	2.207466	100	1.516372	4	113
1	14	images/schematics/jpgs/schem13.jpg	images/schematics/jpgs/schem9.jpg	13	9	2	1	4.61122	config7.jpg	2	3.48173	100	2.399015	3	113
1	15	images/schematics/jpgs/schem2.jpg	images/schematics/jpgs/schem1.jpg	2	1	1	1	2.697837	config7.jpg	1	6.378095	100	2.015818	3	113
1	16	images/schematics/jpgs/schem117.jpg	images/schematics/jpgs/schem118.jpg	117	118	2	3	17.46256	4_config17.jpg	2	6.742769	100	2.51524	4	113
1	17	images/schematics/jpgs/schem12.jpg	images/schematics/jpgs/schem11.jpg	12	11	2	3	5.071683	config13.jpg	1	3.147164	100	1.697096	3	113
1	18	images/schematics/jpgs/schem122.jpg	images/schematics/jpgs/schem121.jpg	122	121	2	4	4.162931	4_config28.jpg	1	5.388942	100	2.481292	4	113
1	19	images/schematics/jpgs/schem106.jpg	images/schematics/jpgs/schem107.jpg	106	107	1	2	12.37865	4_config9.jpg	1	5.005097	100	1.04703	4	113
1	20	images/schematics/jpgs/schem16.jpg	images/schematics/jpgs/schem5.jpg	16	5	1	1	13.06832	config7.jpg	1	3.910403	68.75	1.598419	3	113
1	21	images/schematics/jpgs/schem115.jpg	images/schematics/jpgs/schem118.jpg	115	118	2	3	8.266915	4_config17.jpg	2	2.340379	100	1.964874	4	113
1	22	images/schematics/jpgs/schem9.jpg	images/schematics/jpgs/schem12.jpg	9	12	1	3	8.522854	config4.jpg	1	9.67949	100	1.714695	3	113
1	23	images/schematics/jpgs/schem6.jpg	images/schematics/jpgs/schem7.jpg	6	7	1	2	6.538699	config12.jpg	1	1.077589	100	1.380909	3	113
1	24	images/schematics/jpgs/schem128.jpg	images/schematics/jpgs/schem132.jpg	128	132	1	1	5.291255	4_config25.jpg	1	5.327531	100	2.015423	4	113
1	25	images/schematics/jpgs/schem3.jpg	images/schematics/jpgs/schem7.jpg	3	7	2	3	13.58563	config8.jpg	2	16.96906	100	2.181428	3	113
1	26	images/schematics/jpgs/schem123.jpg	images/schematics/jpgs/schem124.jpg	123	124	1	4	4.717934	4_config28.jpg	1	18.08299	100	1.848147	4	113
1	27	images/schematics/jpgs/schem114.jpg	images/schematics/jpgs/schem119.jpg	114	119	1	3	11.14474	4_config12.jpg	1	9.476913	100	2.365285	4	113
1	28	images/schematics/jpgs/schem17.jpg	images/schematics/jpgs/schem5.jpg	17	5	1	1	6.603992	config2.jpg	2	4.813168	100	2.865485	3	113
1	29	images/schematics/jpgs/schem129.jpg	images/schematics/jpgs/schem128.jpg	129	128	2	1	7.863615	4_config18.jpg	1	16.25451	100	3.616041	4	113
1	30	images/schematics/jpgs/schem9.jpg	images/schematics/jpgs/schem4.jpg	9	4	2	2	3.958113	config12.jpg	2	3.752222	100	2.098394	3	113
1	31	images/schematics/jpgs/schem19.jpg	images/schematics/jpgs/schem11.jpg	19	11	2	3	5.160783	config10.jpg	2	2.249365	100	6.634745	3	113
1	32	images/schematics/jpgs/schem128.jpg	images/schematics/jpgs/schem131.jpg	128	131	2	1	2.517539	4_config21.jpg	1	8.897593	100	1.415876	4	113
