CBOrder	TrialNum	TrueStrucImage	FoilStrucImage	TrueStrucNum	FoilStrucNum	SideTrueStruc	NodeClick	RTNodeClick	OutcomeImg	StrucSelected	RTStrucSelected	ConfRating	RTConfRating	NodeCondition	SubID
1	999	images/schematics/jpgs/pracStructure1.jpg	images/schematics/jpgs/pracStructure2.jpg	0	0	1	3	3.257067	config10.jpg	2	1.124781	100	4.007601	3	120
1	1	images/schematics/jpgs/schem119.jpg	images/schematics/jpgs/schem114.jpg	119	114	2	3	10.80226	4_config16.jpg	2	6.290537	100	3.440213	4	120
1	2	images/schematics/jpgs/schem104.jpg	images/schematics/jpgs/schem113.jpg	104	113	1	2	12.74652	4_config2.jpg	2	6.485775	0.195313	3.386182	4	120
1	3	images/schematics/jpgs/schem14.jpg	images/schematics/jpgs/schem20.jpg	14	20	1	3	8.664203	config10.jpg	1	0.7634597	43.945313	2.564977	3	120
1	4	images/schematics/jpgs/schem5.jpg	images/schematics/jpgs/schem18.jpg	5	18	2	1	1.015577	config2.jpg	2	0.8691151	99.023438	2.146374	3	120
1	5	images/schematics/jpgs/schem9.jpg	images/schematics/jpgs/schem13.jpg	9	13	1	2	2.672999	config3.jpg	2	0.839147	100	1.9139	3	120
1	6	images/schematics/jpgs/schem13.jpg	images/schematics/jpgs/schem18.jpg	13	18	2	2	0.9739274	config3.jpg	2	1.04355	94.140625	2.131211	3	120
1	7	images/schematics/jpgs/schem102.jpg	images/schematics/jpgs/schem101.jpg	102	101	2	1	4.419319	4_config20.jpg	2	0.6261271	100	1.097033	4	120
1	8	images/schematics/jpgs/schem126.jpg	images/schematics/jpgs/schem125.jpg	126	125	2	1	8.03452	4_config18.jpg	2	1.781957	-0.195313	0.8660047	4	120
1	9	images/schematics/jpgs/schem127.jpg	images/schematics/jpgs/schem126.jpg	127	126	1	4	8.046805	4_config29.jpg	1	1.86864	100	1.113601	4	120
1	10	images/schematics/jpgs/schem16.jpg	images/schematics/jpgs/schem1.jpg	16	1	2	2	2.631571	config9.jpg	2	0.567368	100	0.9650492	3	120
1	11	images/schematics/jpgs/schem121.jpg	images/schematics/jpgs/schem122.jpg	121	122	2	4	6.19832	4_config33.jpg	2	1.814228	100	1.230804	4	120
1	12	images/schematics/jpgs/schem127.jpg	images/schematics/jpgs/schem122.jpg	127	122	2	4	1.725568	4_config29.jpg	2	0.7468501	100	0.8493157	4	120
1	13	images/schematics/jpgs/schem124.jpg	images/schematics/jpgs/schem123.jpg	124	123	2	2	11.31625	4_config4.jpg	2	0.4031157	100	0.8638843	4	120
1	14	images/schematics/jpgs/schem20.jpg	images/schematics/jpgs/schem19.jpg	20	19	2	3	2.999208	config13.jpg	2	1.718445	100	1.197169	3	120
1	15	images/schematics/jpgs/schem9.jpg	images/schematics/jpgs/schem12.jpg	9	12	2	2	4.356843	config6.jpg	1	1.379352	0.195313	2.900962	3	120
1	16	images/schematics/jpgs/schem105.jpg	images/schematics/jpgs/schem113.jpg	105	113	1	2	10.32461	4_config6.jpg	1	13.71588	-100	1.215955	4	120
1	17	images/schematics/jpgs/schem128.jpg	images/schematics/jpgs/schem132.jpg	128	132	1	3	6.934187	4_config10.jpg	1	2.220258	0.390625	2.766872	4	120
