CBOrder	TrialNum	TrueStrucImage	FoilStrucImage	TrueStrucNum	FoilStrucNum	SideTrueStruc	NodeClick	RTNodeClick	OutcomeImg	StrucSelected	RTStrucSelected	ConfRating	RTConfRating	NodeCondition	SubID
2	999	images/schematics/jpgs/pracStructure1.jpg	images/schematics/jpgs/pracStructure2.jpg	0	0	1	3	3.447171	config10.jpg	2	7.219701	100	4.899294	3	167
2	1	images/schematics/jpgs/schem127.jpg	images/schematics/jpgs/schem126.jpg	127	126	2	4	1.944071	4_config30.jpg	1	11.0333	21.289062	1.219369	4	167
2	2	images/schematics/jpgs/schem7.jpg	images/schematics/jpgs/schem9.jpg	7	9	2	3	3.289821	config8.jpg	2	7.434796	81.640625	2.237113	3	167
2	3	images/schematics/jpgs/schem9.jpg	images/schematics/jpgs/schem13.jpg	9	13	1	2	2.048255	config3.jpg	2	2.169062	100	1.854606	3	167
2	4	images/schematics/jpgs/schem11.jpg	images/schematics/jpgs/schem12.jpg	11	12	1	2	2.462964	config3.jpg	1	5.802092	100	0.9672726	3	167
2	5	images/schematics/jpgs/schem4.jpg	images/schematics/jpgs/schem9.jpg	4	9	2	1	1.947978	config2.jpg	1	8.585712	-85.546875	2.040236	3	167
2	6	images/schematics/jpgs/schem130.jpg	images/schematics/jpgs/schem128.jpg	130	128	2	2	2.259437	4_config2.jpg	2	2.320811	100	1.80703	4	167
2	7	images/schematics/jpgs/schem106.jpg	images/schematics/jpgs/schem107.jpg	106	107	2	2	0.9694269	4_config3.jpg	1	10.43356	-16.796875	0.60819	4	167
2	8	images/schematics/jpgs/schem19.jpg	images/schematics/jpgs/schem20.jpg	19	20	1	3	1.346962	config10.jpg	1	2.769355	-0	2.223225	3	167
2	9	images/schematics/jpgs/schem131.jpg	images/schematics/jpgs/schem128.jpg	131	128	2	3	1.152429	4_config10.jpg	2	1.586881	100	1.373377	4	167
2	10	images/schematics/jpgs/schem117.jpg	images/schematics/jpgs/schem116.jpg	117	116	2	4	4.692453	4_config26.jpg	2	0.5883542	100	1.05748	4	167
2	11	images/schematics/jpgs/schem12.jpg	images/schematics/jpgs/schem9.jpg	12	9	2	1	2.422404	config2.jpg	2	3.18882	99.21875	4.373857	3	167
2	12	images/schematics/jpgs/schem2.jpg	images/schematics/jpgs/schem1.jpg	2	1	1	3	2.539057	config10.jpg	1	1.472176	0.390625	2.690379	3	167
2	13	images/schematics/jpgs/schem17.jpg	images/schematics/jpgs/schem5.jpg	17	5	2	3	4.771897	config4.jpg	2	2.8701	100	3.940585	3	167
2	14	images/schematics/jpgs/schem114.jpg	images/schematics/jpgs/schem119.jpg	114	119	1	3	1.602756	4_config14.jpg	1	6.320895	-33.789062	1.757181	4	167
2	15	images/schematics/jpgs/schem5.jpg	images/schematics/jpgs/schem18.jpg	5	18	1	1	1.944484	config2.jpg	1	0.5036792	100	3.439842	3	167
2	16	images/schematics/jpgs/schem121.jpg	images/schematics/jpgs/schem122.jpg	121	122	1	2	4.641288	4_config2.jpg	1	13.14922	66.210938	1.375122	4	167
2	17	images/schematics/jpgs/schem1.jpg	images/schematics/jpgs/schem16.jpg	1	16	2	3	1.400151	config4.jpg	1	5.718765	-100	2.290573	3	167
2	18	images/schematics/jpgs/schem123.jpg	images/schematics/jpgs/schem124.jpg	123	124	2	2	2.308148	4_config2.jpg	2	1.536252	70.507812	2.27463	4	167
2	19	images/schematics/jpgs/schem113.jpg	images/schematics/jpgs/schem104.jpg	113	104	2	3	3.915955	4_config12.jpg	2	3.769426	23.242188	4.007549	4	167
2	20	images/schematics/jpgs/schem117.jpg	images/schematics/jpgs/schem118.jpg	117	118	1	4	2.321822	4_config26.jpg	2	12.11656	30.859375	3.640425	4	167
2	21	images/schematics/jpgs/schem4.jpg	images/schematics/jpgs/schem7.jpg	4	7	2	1	1.624614	config2.jpg	1	2.685797	56.640625	1.024446	3	167
2	22	images/schematics/jpgs/schem113.jpg	images/schematics/jpgs/schem105.jpg	113	105	2	3	0.8822833	4_config12.jpg	2	2.534956	-10.351562	1.058524	4	167
2	23	images/schematics/jpgs/schem7.jpg	images/schematics/jpgs/schem6.jpg	7	6	2	3	1.333193	config8.jpg	2	4.904865	-20.507812	0.7408895	3	167
2	24	images/schematics/jpgs/schem9.jpg	images/schematics/jpgs/schem2.jpg	9	2	1	3	1.208305	config4.jpg	1	24.76676	33.398438	1.091485	3	167
2	25	images/schematics/jpgs/schem115.jpg	images/schematics/jpgs/schem118.jpg	115	118	1	3	6.094591	4_config11.jpg	1	1.05408	-100	3.906674	4	167
2	26	images/schematics/jpgs/schem14.jpg	images/schematics/jpgs/schem20.jpg	14	20	1	3	1.138912	config10.jpg	1	2.553547	0.390625	4.106339	3	167
2	27	images/schematics/jpgs/schem115.jpg	images/schematics/jpgs/schem120.jpg	115	120	1	4	5.6201	4_config29.jpg	1	0.7905276	9.179688	1.375212	4	167
