CBOrder	TrialNum	TrueStrucImage	FoilStrucImage	TrueStrucNum	FoilStrucNum	SideTrueStruc	NodeClick	RTNodeClick	OutcomeImg	StrucSelected	RTStrucSelected	ConfRating	RTConfRating	NodeCondition	SubID
1	999	images/schematics/jpgs/pracStructure1.jpg	images/schematics/jpgs/pracStructure2.jpg	0	0	1	3	39.99891	config10.jpg	2	0.7066739	100	3.280303	3	188
1	1	images/schematics/jpgs/schem12.jpg	images/schematics/jpgs/schem9.jpg	12	9	2	1	54.28515	config2.jpg	2	0.9686364	99.609375	4.58096	3	188
1	2	images/schematics/jpgs/schem130.jpg	images/schematics/jpgs/schem128.jpg	130	128	2	2	14.38483	4_config2.jpg	2	3.438638	52.539062	6.831918	4	188
1	3	images/schematics/jpgs/schem103.jpg	images/schematics/jpgs/schem107.jpg	103	107	2	3	35.38773	4_config13.jpg	2	0.8374603	100	1.332598	4	188
1	4	images/schematics/jpgs/schem13.jpg	images/schematics/jpgs/schem9.jpg	13	9	2	2	12.86129	config3.jpg	2	1.390947	54.296875	1.911816	3	188
1	5	images/schematics/jpgs/schem9.jpg	images/schematics/jpgs/schem2.jpg	9	2	1	3	13.93519	config4.jpg	1	0.9210175	55.46875	1.301716	3	188
1	6	images/schematics/jpgs/schem102.jpg	images/schematics/jpgs/schem101.jpg	102	101	1	1	11.01985	4_config20.jpg	1	1.555236	100	1.419909	4	188
1	7	images/schematics/jpgs/schem1.jpg	images/schematics/jpgs/schem16.jpg	1	16	1	2	7.544106	config3.jpg	1	0.6365419	55.859375	1.16967	3	188
1	8	images/schematics/jpgs/schem9.jpg	images/schematics/jpgs/schem7.jpg	9	7	1	3	8.006662	config4.jpg	1	0.6359971	55.273438	1.219554	3	188
1	9	images/schematics/jpgs/schem122.jpg	images/schematics/jpgs/schem127.jpg	122	127	1	1	26.59859	4_config19.jpg	1	10.66923	-57.03125	3.001669	4	188
1	10	images/schematics/jpgs/schem124.jpg	images/schematics/jpgs/schem123.jpg	124	123	1	2	12.22649	4_config2.jpg	2	4.600685	76.953125	1.753248	4	188
1	11	images/schematics/jpgs/schem126.jpg	images/schematics/jpgs/schem127.jpg	126	127	1	1	41.77938	4_config18.jpg	1	1.437395	67.96875	1.019195	4	188
1	12	images/schematics/jpgs/schem17.jpg	images/schematics/jpgs/schem1.jpg	17	1	1	2	10.24968	config9.jpg	1	0.8530873	100	1.402413	3	188
1	13	images/schematics/jpgs/schem119.jpg	images/schematics/jpgs/schem114.jpg	119	114	1	2	19.82429	4_config2.jpg	1	2.303215	54.882812	4.934611	4	188
1	14	images/schematics/jpgs/schem18.jpg	images/schematics/jpgs/schem5.jpg	18	5	1	1	7.936448	config2.jpg	2	1.8728070000000001	70.898438	2.934982	3	188
1	15	images/schematics/jpgs/schem10.jpg	images/schematics/jpgs/schem17.jpg	10	17	2	2	9.92189	config3.jpg	2	1.690045	0	0.01933535	3	188
1	16	images/schematics/jpgs/schem117.jpg	images/schematics/jpgs/schem116.jpg	117	116	2	2	11.99974	4_config8.jpg	2	2.602652	100	0.9197511	4	188
1	17	images/schematics/jpgs/schem129.jpg	images/schematics/jpgs/schem128.jpg	129	128	2	2	9.4996	4_config2.jpg	2	0.9573993	65.625	1.485096	4	188
1	18	images/schematics/jpgs/schem17.jpg	images/schematics/jpgs/schem5.jpg	17	5	1	1	7.63167	config11.jpg	1	0.6899384	78.320312	3.384654	3	188
1	19	images/schematics/jpgs/schem115.jpg	images/schematics/jpgs/schem120.jpg	115	120	1	3	10.39147	4_config11.jpg	2	3.339604	100	1.119953	4	188
1	20	images/schematics/jpgs/schem5.jpg	images/schematics/jpgs/schem16.jpg	5	16	2	1	8.511146	config2.jpg	2	0.5369169	100	0.9534469	3	188
1	21	images/schematics/jpgs/schem133.jpg	images/schematics/jpgs/schem130.jpg	133	130	2	1	6.440598	4_config18.jpg	2	1.504187	66.992188	1.168896	4	188
1	22	images/schematics/jpgs/schem7.jpg	images/schematics/jpgs/schem3.jpg	7	3	2	2	11.11792	config3.jpg	2	8.733772	-0.585938	3.185421	3	188
1	23	images/schematics/jpgs/schem113.jpg	images/schematics/jpgs/schem105.jpg	113	105	2	3	6.053187	4_config10.jpg	1	6.303754	33.984375	1.353152	4	188
1	24	images/schematics/jpgs/schem128.jpg	images/schematics/jpgs/schem131.jpg	128	131	1	2	10.61441	4_config3.jpg	1	0.539605	100	0.9856494	4	188
1	25	images/schematics/jpgs/schem104.jpg	images/schematics/jpgs/schem113.jpg	104	113	2	4	9.892098	4_config26.jpg	2	0.9365886	51.5625	1.303337	4	188
1	26	images/schematics/jpgs/schem125.jpg	images/schematics/jpgs/schem126.jpg	125	126	1	1	24.41335	4_config19.jpg	1	1.156734	100	3.034695	4	188
1	27	images/schematics/jpgs/schem19.jpg	images/schematics/jpgs/schem20.jpg	19	20	2	3	5.255456	config10.jpg	2	2.056446	40.234375	0.8353729	3	188
1	28	images/schematics/jpgs/schem1.jpg	images/schematics/jpgs/schem2.jpg	1	2	2	3	15.54048	config4.jpg	2	1.937043	38.28125	1.220163	3	188
1	29	images/schematics/jpgs/schem7.jpg	images/schematics/jpgs/schem4.jpg	7	4	2	3	4.890841	config8.jpg	2	0.9708902	99.804688	0.9866218	3	188
1	30	images/schematics/jpgs/schem6.jpg	images/schematics/jpgs/schem7.jpg	6	7	1	3	6.687642	config4.jpg	1	2.087489	41.601562	1.102018	3	188
1	31	images/schematics/jpgs/schem118.jpg	images/schematics/jpgs/schem117.jpg	118	117	2	2	17.36664	4_config2.jpg	2	1.419938	37.890625	1.418493	4	188
1	32	images/schematics/jpgs/schem128.jpg	images/schematics/jpgs/schem132.jpg	128	132	2	2	18.06353	4_config3.jpg	2	0.5050261	100	0.9520984	4	188
1	33	images/schematics/jpgs/schem9.jpg	images/schematics/jpgs/schem4.jpg	9	4	2	1	2.444486	config7.jpg	2	1.853402	100	1.052121	3	188
1	34	images/schematics/jpgs/schem12.jpg	images/schematics/jpgs/schem11.jpg	12	11	1	2	9.622765	config6.jpg	1	0.6405963	100	1.835315	3	188
1	35	images/schematics/jpgs/schem18.jpg	images/schematics/jpgs/schem13.jpg	18	13	1	2	2.825062	config3.jpg	2	0.8392798	55.46875	0.9522161	3	188
1	36	images/schematics/jpgs/schem14.jpg	images/schematics/jpgs/schem20.jpg	14	20	1	1	4.019877	config2.jpg	1	0.6578781	53.320312	1.202035	3	188
1	37	images/schematics/jpgs/schem115.jpg	images/schematics/jpgs/schem118.jpg	115	118	2	4	9.282034	4_config29.jpg	2	5.588469	50.976562	0.9525461	4	188
1	38	images/schematics/jpgs/schem121.jpg	images/schematics/jpgs/schem122.jpg	121	122	1	3	8.195342	4_config10.jpg	1	0.5244468	47.265625	1.685058	4	188
1	39	images/schematics/jpgs/schem107.jpg	images/schematics/jpgs/schem106.jpg	107	106	2	4	5.375507	4_config29.jpg	2	0.3698179	100	1.453023	4	188
1	40	images/schematics/jpgs/schem19.jpg	images/schematics/jpgs/schem11.jpg	19	11	1	3	3.223291	config10.jpg	1	0.5218157	100	1.118977	3	188
