CBOrder	TrialNum	TrueStrucImage	FoilStrucImage	TrueStrucNum	FoilStrucNum	SideTrueStruc	NodeClick	RTNodeClick	OutcomeImg	StrucSelected	RTStrucSelected	ConfRating	RTConfRating	NodeCondition	SubID
2	999	images/schematics/jpgs/pracStructure1.jpg	images/schematics/jpgs/pracStructure2.jpg	0	0	1	3	2.275276	config10.jpg	2	5.304943	100	3.391269	3	162
2	1	images/schematics/jpgs/schem127.jpg	images/schematics/jpgs/schem122.jpg	127	122	1	4	10.57974	4_config30.jpg	2	8.557908	0	2.130071	4	162
2	2	images/schematics/jpgs/schem116.jpg	images/schematics/jpgs/schem117.jpg	116	117	1	2	12.29782	4_config2.jpg	1	1.203567	100	0.8807981	4	162
2	3	images/schematics/jpgs/schem114.jpg	images/schematics/jpgs/schem119.jpg	114	119	2	4	9.903528	4_config26.jpg	2	0.7437911	98.632813	1.997296	4	162
2	4	images/schematics/jpgs/schem4.jpg	images/schematics/jpgs/schem7.jpg	4	7	1	3	5.904809	config4.jpg	1	1.145007	48.632813	1.697383	3	162
2	5	images/schematics/jpgs/schem9.jpg	images/schematics/jpgs/schem13.jpg	9	13	1	2	3.148259	config12.jpg	1	1.031652	100	0.6313428	3	162
2	6	images/schematics/jpgs/schem19.jpg	images/schematics/jpgs/schem20.jpg	19	20	2	3	1.777168	config10.jpg	2	2.37905	60.546875	1.131171	3	162
2	7	images/schematics/jpgs/schem126.jpg	images/schematics/jpgs/schem125.jpg	126	125	1	2	1.480892	4_config2.jpg	2	7.14523	-0.585938	3.896547	4	162
2	8	images/schematics/jpgs/schem101.jpg	images/schematics/jpgs/schem102.jpg	101	102	1	1	2.472652	4_config18.jpg	1	1.284346	57.8125	0.5979205	4	162
2	9	images/schematics/jpgs/schem6.jpg	images/schematics/jpgs/schem7.jpg	6	7	2	2	1.172028	config12.jpg	2	0.9376571	100	0.6980051	3	162
2	10	images/schematics/jpgs/schem4.jpg	images/schematics/jpgs/schem9.jpg	4	9	2	2	0.9894076	config6.jpg	2	3.744211	39.84375	0.8312325	3	162
2	11	images/schematics/jpgs/schem12.jpg	images/schematics/jpgs/schem11.jpg	12	11	1	1	6.470529	config2.jpg	1	0.6905859	77.148438	1.497866	3	162
2	12	images/schematics/jpgs/schem128.jpg	images/schematics/jpgs/schem131.jpg	128	131	2	4	2.83235	4_config32.jpg	1	0.8826477	100	0.5149256	4	162
2	13	images/schematics/jpgs/schem19.jpg	images/schematics/jpgs/schem11.jpg	19	11	2	3	2.854911	config10.jpg	2	0.7109437	59.375	0.5481342	3	162
2	14	images/schematics/jpgs/schem132.jpg	images/schematics/jpgs/schem128.jpg	132	128	2	3	4.884118	4_config10.jpg	1	0.6879458	100	0.4648744	4	162
2	15	images/schematics/jpgs/schem107.jpg	images/schematics/jpgs/schem103.jpg	107	103	2	1	8.018038	4_config18.jpg	1	0.2918497	54.101563	0.8146561	4	162
2	16	images/schematics/jpgs/schem18.jpg	images/schematics/jpgs/schem13.jpg	18	13	1	2	0.8808128	config9.jpg	1	1.149716	100	0.4481331	3	162
2	17	images/schematics/jpgs/schem16.jpg	images/schematics/jpgs/schem5.jpg	16	5	1	1	3.00517	config11.jpg	1	0.3804574	100	0.8314311	3	162
2	18	images/schematics/jpgs/schem123.jpg	images/schematics/jpgs/schem124.jpg	123	124	1	2	2.929333	4_config2.jpg	1	1.101409	49.023438	0.7314443	4	162
2	19	images/schematics/jpgs/schem9.jpg	images/schematics/jpgs/schem7.jpg	9	7	2	1	1.485526	config7.jpg	2	0.4757959	100	0.4814678	3	162
2	20	images/schematics/jpgs/schem126.jpg	images/schematics/jpgs/schem127.jpg	126	127	1	1	2.052745	4_config18.jpg	1	0.6284538	64.84375	1.114516	4	162
2	21	images/schematics/jpgs/schem3.jpg	images/schematics/jpgs/schem7.jpg	3	7	1	2	4.268489	config9.jpg	1	0.3247388	100	0.5316082	3	162
2	22	images/schematics/jpgs/schem129.jpg	images/schematics/jpgs/schem128.jpg	129	128	2	2	2.073502	4_config2.jpg	2	2.053289	54.882813	0.8146465	4	162
2	23	images/schematics/jpgs/schem107.jpg	images/schematics/jpgs/schem106.jpg	107	106	2	4	5.348955	4_config29.jpg	2	0.2369122	100	0.3482205	4	162
2	24	images/schematics/jpgs/schem118.jpg	images/schematics/jpgs/schem117.jpg	118	117	1	4	3.673717	4_config27.jpg	1	0.964944	100	0.4149812	4	162
2	25	images/schematics/jpgs/schem17.jpg	images/schematics/jpgs/schem10.jpg	17	10	2	2	1.808659	config9.jpg	2	0.6153387	100	0.6482441	3	162
2	26	images/schematics/jpgs/schem1.jpg	images/schematics/jpgs/schem16.jpg	1	16	1	2	1.118887	config3.jpg	1	0.6687091	54.882813	1.164654	3	162
