CBOrder	TrialNum	TrueStrucImage	FoilStrucImage	TrueStrucNum	FoilStrucNum	SideTrueStruc	NodeClick	RTNodeClick	OutcomeImg	StrucSelected	RTStrucSelected	ConfRating	RTConfRating	NodeCondition	SubID
2	999	images/schematics/jpgs/pracStructure1.jpg	images/schematics/jpgs/pracStructure2.jpg	0	0	1	3	3.705304	config10.jpg	2	1.923459	100	3.668963	3	169
2	1	images/schematics/jpgs/schem9.jpg	images/schematics/jpgs/schem2.jpg	9	2	2	2	7.363576	config3.jpg	1	5.851773	71.679688	6.702243	3	169
2	2	images/schematics/jpgs/schem10.jpg	images/schematics/jpgs/schem17.jpg	10	17	2	2	4.025266	config3.jpg	2	2.386658	78.320312	2.537183	3	169
2	3	images/schematics/jpgs/schem125.jpg	images/schematics/jpgs/schem126.jpg	125	126	2	4	7.339818	4_config28.jpg	1	4.135478	100	1.320461	4	169
2	4	images/schematics/jpgs/schem114.jpg	images/schematics/jpgs/schem119.jpg	114	119	1	3	5.427613	4_config17.jpg	2	13.83218	-100	1.434717	4	169
2	5	images/schematics/jpgs/schem12.jpg	images/schematics/jpgs/schem9.jpg	12	9	2	2	11.54286	config3.jpg	1	6.904319	-100	1.190036	3	169
2	6	images/schematics/jpgs/schem1.jpg	images/schematics/jpgs/schem2.jpg	1	2	1	3	9.004769	config4.jpg	1	2.435956	68.359375	2.307344	3	169
2	7	images/schematics/jpgs/schem130.jpg	images/schematics/jpgs/schem128.jpg	130	128	1	1	14.42699	4_config18.jpg	1	2.685891	-100	1.040896	4	169
2	8	images/schematics/jpgs/schem113.jpg	images/schematics/jpgs/schem105.jpg	113	105	1	3	12.85925	4_config12.jpg	1	2.18586	100	1.091067	4	169
2	9	images/schematics/jpgs/schem17.jpg	images/schematics/jpgs/schem1.jpg	17	1	1	2	5.731346	config9.jpg	1	2.604951	100	1.290142	3	169
2	10	images/schematics/jpgs/schem128.jpg	images/schematics/jpgs/schem129.jpg	128	129	2	4	7.260692	4_config32.jpg	2	2.301913	100	1.30715	4	169
