CBOrder	TrialNum	TrueStrucImage	FoilStrucImage	TrueStrucNum	FoilStrucNum	SideTrueStruc	NodeClick	RTNodeClick	OutcomeImg	StrucSelected	RTStrucSelected	ConfRating	RTConfRating	NodeCondition	SubID
2	999	images/schematics/jpgs/pracStructure1.jpg	images/schematics/jpgs/pracStructure2.jpg	0	0	1	3	4.817326	config10.jpg	2	2.228259	100	4.040779	3	130
2	1	images/schematics/jpgs/schem127.jpg	images/schematics/jpgs/schem126.jpg	127	126	2	4	9.865879	4_config29.jpg	2	0.7363448	100	2.979884	4	130
2	2	images/schematics/jpgs/schem105.jpg	images/schematics/jpgs/schem113.jpg	105	113	1	2	6.272455	4_config6.jpg	1	6.418234	-0.195313	5.595503	4	130
2	3	images/schematics/jpgs/schem128.jpg	images/schematics/jpgs/schem130.jpg	128	130	2	2	7.883454	4_config3.jpg	2	1.145796	100	1.347573	4	130
2	4	images/schematics/jpgs/schem18.jpg	images/schematics/jpgs/schem13.jpg	18	13	2	1	5.622738	config7.jpg	1	4.936364	0	2.897036	3	130
2	5	images/schematics/jpgs/schem20.jpg	images/schematics/jpgs/schem14.jpg	20	14	1	3	3.60042	config13.jpg	1	1.718598	100	1.031088	3	130
2	6	images/schematics/jpgs/schem9.jpg	images/schematics/jpgs/schem13.jpg	9	13	1	2	3.107252	config3.jpg	2	0.891293	100	1.814192	3	130
2	7	images/schematics/jpgs/schem9.jpg	images/schematics/jpgs/schem12.jpg	9	12	1	1	5.074521	config2.jpg	2	0.6722541	100	1.064549	3	130
2	8	images/schematics/jpgs/schem115.jpg	images/schematics/jpgs/schem120.jpg	115	120	1	3	6.00423	4_config10.jpg	1	7.150068	-3.90625	1.630974	4	130
2	9	images/schematics/jpgs/schem12.jpg	images/schematics/jpgs/schem11.jpg	12	11	1	3	4.329791	config4.jpg	1	6.608505	54.6875	2.197387	3	130
2	10	images/schematics/jpgs/schem118.jpg	images/schematics/jpgs/schem115.jpg	118	115	1	3	4.806542	4_config17.jpg	1	4.28664	100	1.047962	4	130
2	11	images/schematics/jpgs/schem3.jpg	images/schematics/jpgs/schem7.jpg	3	7	1	2	5.64484	config12.jpg	2	3.715503	63.085938	1.264511	3	130
2	12	images/schematics/jpgs/schem2.jpg	images/schematics/jpgs/schem9.jpg	2	9	2	3	6.398008	config10.jpg	2	1.456838	99.609375	1.914341	3	130
2	13	images/schematics/jpgs/schem119.jpg	images/schematics/jpgs/schem114.jpg	119	114	2	3	3.242336	4_config13.jpg	2	2.019098	100	1.397708	4	130
2	14	images/schematics/jpgs/schem113.jpg	images/schematics/jpgs/schem104.jpg	113	104	2	2	4.536713	4_config6.jpg	1	4.812624	100	0.9980599	4	130
2	15	images/schematics/jpgs/schem117.jpg	images/schematics/jpgs/schem118.jpg	117	118	2	3	6.758295	4_config10.jpg	2	4.895036	63.085938	2.597094	4	130
2	16	images/schematics/jpgs/schem6.jpg	images/schematics/jpgs/schem7.jpg	6	7	1	3	5.792295	config4.jpg	1	2.078172	100	1.21458	3	130
2	17	images/schematics/jpgs/schem130.jpg	images/schematics/jpgs/schem133.jpg	130	133	2	4	5.265537	4_config27.jpg	2	0.6995234	100	2.147518	4	130
2	18	images/schematics/jpgs/schem1.jpg	images/schematics/jpgs/schem2.jpg	1	2	2	3	6.416849	config4.jpg	2	3.242555	100	0.8979897	3	130
